chn,slots,seqs,frgs,trxs,seed,TP,FP,FN,len(T),len(T'),dup(T),dup(T'),time[s]
35,7000,8832,30,100,0,100,0,0,100,100,0,0,31.71,milp
35,7000,8832,30,100,2,100,0,0,100,100,0,0,31.55,milp
35,7000,8832,30,100,4,98,2,2,100,100,0,0,31.68,milp
35,7000,8832,30,100,6,100,0,0,100,100,0,0,31.50,milp
35,7000,8832,30,100,8,97,3,3,100,100,0,0,31.69,milp
35,7000,8832,30,400,0,382,21,18,400,403,0,0,40.18,milp
35,7000,8832,30,400,2,370,32,30,400,402,0,0,40.05,milp
35,7000,8832,30,400,4,370,30,30,400,400,0,0,40.19,milp
35,7000,8832,30,400,6,382,18,18,400,400,0,0,40.18,milp
35,7000,8832,30,400,8,369,31,31,400,400,0,0,40.20,milp
35,7000,8832,30,700,0,619,85,81,700,704,0,0,49.41,milp
35,7000,8832,30,700,2,612,90,88,700,702,0,0,48.91,milp
35,7000,8832,30,700,4,601,104,99,700,705,0,0,49.97,milp
35,7000,8832,30,700,6,615,89,85,700,704,0,0,49.27,milp
35,7000,8832,30,700,8,604,96,96,700,700,0,0,49.10,milp
35,7000,8832,30,1000,0,797,215,203,1000,1012,0,0,59.20,milp
35,7000,8832,30,1000,2,805,203,195,1000,1008,0,0,59.30,milp
35,7000,8832,30,1000,4,782,224,218,1000,1006,0,0,59.95,milp
35,7000,8832,30,1000,6,812,192,188,1000,1004,0,0,59.85,milp
35,7000,8832,30,1000,8,798,207,202,1000,1005,0,0,59.17,milp
35,7000,8832,30,1300,0,953,386,347,1300,1339,0,0,71.94,milp
35,7000,8832,30,1300,2,959,359,341,1300,1318,0,0,70.71,milp
35,7000,8832,30,1300,4,943,408,357,1300,1351,0,0,71.79,milp
35,7000,8832,30,1300,6,962,368,338,1300,1330,0,0,71.05,milp
35,7000,8832,30,1300,8,952,368,348,1300,1320,0,0,70.59,milp
35,7000,8832,30,1600,0,1068,692,532,1600,1760,0,0,84.34,milp
35,7000,8832,30,1600,2,1064,647,536,1600,1711,0,0,83.88,milp
35,7000,8832,30,1600,4,1039,824,561,1600,1863,0,0,84.44,milp
35,7000,8832,30,1600,6,1072,627,528,1600,1699,0,0,84.70,milp
35,7000,8832,30,1600,8,1056,658,544,1600,1714,0,0,83.76,milp
35,7000,8832,30,1900,0,1149,1275,751,1900,2424,0,0,99.62,milp
35,7000,8832,30,1900,2,1144,1173,756,1900,2317,0,0,98.03,milp
35,7000,8832,30,1900,4,1112,1565,788,1900,2677,0,0,99.20,milp
35,7000,8832,30,1900,6,1160,1159,740,1900,2319,0,0,99.46,milp
35,7000,8832,30,1900,8,1108,1189,792,1900,2297,0,0,98.33,milp
35,7000,8832,30,2200,0,1197,2611,1003,2200,3808,0,0,116.55,milp
35,7000,8832,30,2200,2,1199,2342,1001,2200,3541,0,0,115.01,milp
35,7000,8832,30,2200,4,1171,3138,1029,2200,4309,0,0,114.88,milp
35,7000,8832,30,2200,6,1192,2376,1008,2200,3568,0,0,116.08,milp
35,7000,8832,30,2200,8,1172,2394,1028,2200,3566,0,0,113.70,milp
35,7000,8832,30,2500,0,1234,5997,1266,2500,7231,0,0,135.88,milp
35,7000,8832,30,2500,2,1252,5058,1248,2500,6310,0,0,133.88,milp
35,7000,8832,30,2500,4,1208,6493,1292,2500,7701,0,0,135.33,milp
35,7000,8832,30,2500,6,1212,5211,1288,2500,6423,0,0,135.63,milp
35,7000,8832,30,2500,8,1194,5229,1306,2500,6423,0,0,133.81,milp
35,7000,8832,30,2800,0,1241,11842,1559,2800,13083,0,0,156.69,milp
35,7000,8832,30,2800,2,1212,11581,1588,2800,12793,0,0,155.16,milp
35,7000,8832,30,2800,4,1226,13777,1574,2800,15003,0,0,158.47,milp
35,7000,8832,30,2800,6,1211,12436,1589,2800,13647,0,0,158.68,milp
35,7000,8832,30,2800,8,1222,11555,1578,2800,12777,0,0,156.53,milp
35,7000,8832,30,3100,0,1224,24508,1876,3100,25732,0,0,183.07
35,7000,8832,30,3100,2,1202,24239,1898,3100,25441,0,0,182.21
35,7000,8832,30,3100,4,1210,27871,1890,3100,29081,0,0,184.62
35,7000,8832,30,3100,6,1192,25554,1908,3100,26746,0,0,184.67
35,7000,8832,30,3100,8,1220,23415,1880,3100,24635,0,0,181.43
35,7000,8832,30,3400,0,1184,48766,2216,3400,49950,0,0,215.02
35,7000,8832,30,3400,2,1159,47646,2241,3400,48805,0,0,213.79
35,7000,8832,30,3400,4,1167,51824,2233,3400,52991,0,0,216.99
35,7000,8832,30,3400,6,1171,45586,2229,3400,46757,0,0,212.92
35,7000,8832,30,3400,8,1196,44383,2204,3400,45579,0,0,208.97
35,7000,8832,30,3700,0,1135,84804,2565,3700,85939,0,0,249.67
35,7000,8832,30,3700,2,1106,84935,2594,3700,86041,0,0,249.94
35,7000,8832,30,3700,4,1137,87615,2563,3700,88752,0,0,250.91
35,7000,8832,30,3700,6,1148,78920,2552,3700,80068,0,0,245.60
35,7000,8832,30,3700,8,1159,80448,2541,3700,81607,0,0,244.16
35,7000,8832,30,4000,0,1074,137547,2926,4000,138621,0,0,289.01
35,7000,8832,30,4000,2,1050,138169,2950,4000,139219,0,0,290.16
35,7000,8832,30,4000,4,1080,140601,2920,4000,141681,0,0,290.83
35,7000,8832,30,4000,6,1110,131998,2890,4000,133108,0,0,285.67
35,7000,8832,30,4000,8,1120,126098,2880,4000,127218,0,0,282.10
35,7000,8832,30,4300,0,1030,206948,3270,4300,207978,0,0,334.37
35,7000,8832,30,4300,2,1034,204169,3266,4300,205203,0,0,332.71
35,7000,8832,30,4300,4,1028,210307,3272,4300,211335,0,0,334.51
35,7000,8832,30,4300,6,1059,203614,3241,4300,204673,0,0,333.12
35,7000,8832,30,4300,8,1059,195804,3241,4300,196863,0,0,329.40
35,7000,8832,30,4600,0,982,297015,3618,4600,297997,1,0,385.51
35,7000,8832,30,4600,2,991,291213,3609,4600,292204,0,0,383.49
35,7000,8832,30,4600,4,971,300645,3629,4600,301616,1,0,386.86
35,7000,8832,30,4600,6,1027,295869,3573,4600,296896,0,0,386.22
35,7000,8832,30,4600,8,1036,280399,3564,4600,281435,0,0,377.79
35,7000,8832,30,4900,0,940,409475,3960,4900,410415,1,0,446.66
35,7000,8832,30,4900,2,952,391847,3948,4900,392799,0,0,438.67
35,7000,8832,30,4900,4,929,411890,3971,4900,412819,1,0,447.03
35,7000,8832,30,4900,6,971,404660,3929,4900,405631,0,0,443.12
35,7000,8832,30,4900,8,1002,378521,3898,4900,379523,0,0,430.52
